model,noise_type,snr_train,snr_test,accuracy
baseline,street_music_foreground,15,6,0.7813905930470347
noise-aware,street_music_foreground,15,6,0.8269938650306748
baseline,street_music_foreground,15,9,0.8638036809815951
noise-aware,street_music_foreground,15,9,0.8838445807770962
baseline,street_music_foreground,15,12,0.9057259713701431
noise-aware,street_music_foreground,15,12,0.910838445807771
baseline,street_music_foreground,15,15,0.92719836400818
noise-aware,street_music_foreground,15,15,0.9263803680981595
baseline,street_music_foreground,15,18,0.9355828220858896
noise-aware,street_music_foreground,15,18,0.9349693251533743
baseline,street_music_foreground,15,21,0.9402862985685072
noise-aware,street_music_foreground,15,21,0.9425357873210634
baseline,street_music_foreground,15,24,0.945398773006135
noise-aware,street_music_foreground,15,24,0.9486707566462168
baseline,street_music_foreground,18,-3,0.27300613496932513
noise-aware,street_music_foreground,18,-3,0.30736196319018405
baseline,street_music_foreground,18,0,0.4357873210633947
noise-aware,street_music_foreground,18,0,0.5210633946830265
baseline,street_music_foreground,18,3,0.6384458077709612
noise-aware,street_music_foreground,18,3,0.7112474437627812
baseline,street_music_foreground,18,6,0.7824130879345603
noise-aware,street_music_foreground,18,6,0.8267893660531698
baseline,street_music_foreground,18,9,0.8648261758691207
noise-aware,street_music_foreground,18,9,0.883640081799591
baseline,street_music_foreground,18,12,0.9047034764826176
noise-aware,street_music_foreground,18,12,0.9102249488752556
baseline,street_music_foreground,18,15,0.9274028629856851
noise-aware,street_music_foreground,18,15,0.9274028629856851
baseline,street_music_foreground,18,18,0.9355828220858896
noise-aware,street_music_foreground,18,18,0.9349693251533743
baseline,street_music_foreground,18,21,0.9406952965235174
noise-aware,street_music_foreground,18,21,0.9425357873210634
baseline,street_music_foreground,18,24,0.9456032719836401
noise-aware,street_music_foreground,18,24,0.9482617586912065
baseline,street_music_foreground,21,-3,0.27321063394683026
noise-aware,street_music_foreground,21,-3,0.3053169734151329
baseline,street_music_foreground,21,0,0.43660531697341515
noise-aware,street_music_foreground,21,0,0.5196319018404908
baseline,street_music_foreground,21,3,0.6388548057259714
noise-aware,street_music_foreground,21,3,0.7110429447852761
baseline,street_music_foreground,21,6,0.7826175869120654
noise-aware,street_music_foreground,21,6,0.8251533742331288
baseline,street_music_foreground,21,9,0.8642126789366054
noise-aware,street_music_foreground,21,9,0.8813905930470347
baseline,street_music_foreground,21,12,0.9044989775051124
noise-aware,street_music_foreground,21,12,0.9102249488752556
baseline,street_music_foreground,21,15,0.9263803680981595
noise-aware,street_music_foreground,21,15,0.9263803680981595
baseline,street_music_foreground,21,18,0.9355828220858896
noise-aware,street_music_foreground,21,18,0.934560327198364
baseline,street_music_foreground,21,21,0.9396728016359919
noise-aware,street_music_foreground,21,21,0.9421267893660532
baseline,street_music_foreground,21,24,0.9447852760736196
noise-aware,street_music_foreground,21,24,0.9482617586912065
baseline,street_music_foreground,24,-3,0.27321063394683026
noise-aware,street_music_foreground,24,-3,0.30449897750511246
baseline,street_music_foreground,24,0,0.43803680981595094
noise-aware,street_music_foreground,24,0,0.5184049079754601
baseline,street_music_foreground,24,3,0.6394683026584868
noise-aware,street_music_foreground,24,3,0.7098159509202454
baseline,street_music_foreground,24,6,0.7834355828220859
noise-aware,street_music_foreground,24,6,0.8249488752556238
baseline,street_music_foreground,24,9,0.8646216768916155
noise-aware,street_music_foreground,24,9,0.8811860940695296
baseline,street_music_foreground,24,12,0.9040899795501023
noise-aware,street_music_foreground,24,12,0.9100204498977505
baseline,street_music_foreground,24,15,0.9269938650306748
noise-aware,street_music_foreground,24,15,0.9263803680981595
baseline,street_music_foreground,24,18,0.9359918200408998
noise-aware,street_music_foreground,24,18,0.9341513292433538
baseline,street_music_foreground,24,21,0.940081799591002
noise-aware,street_music_foreground,24,21,0.9415132924335379
baseline,street_music_foreground,24,24,0.9445807770961145
noise-aware,street_music_foreground,24,24,0.9480572597137015
