,seed,noise_snr,noise_test,accuracy
1529,15,-3,living,0.801840490797546
1530,16,-3,living,0.8423312883435583
1531,17,-3,living,0.8476482617586912
1532,18,-3,living,0.8274028629856851
1533,19,-3,living,0.8576687116564418
1534,20,-3,living,0.8251533742331288
1535,21,-3,living,0.772597137014315
1536,22,-3,living,0.812678936605317
1537,23,-3,living,0.8335378323108384
1538,24,-3,living,0.8386503067484663
