model,noise_type,snr_train,snr_test,accuracy
noise-aware,street_music_foreground,15,6,0.8304703476482618
baseline,street_music_foreground,15,9,0.8638036809815951
noise-aware,street_music_foreground,15,9,0.8856850715746422
baseline,street_music_foreground,15,12,0.905521472392638
noise-aware,street_music_foreground,15,12,0.9120654396728016
baseline,street_music_foreground,15,15,0.9274028629856851
noise-aware,street_music_foreground,15,15,0.9276073619631902
baseline,street_music_foreground,15,18,0.9353783231083844
noise-aware,street_music_foreground,15,18,0.9355828220858896
baseline,street_music_foreground,15,21,0.9402862985685072
noise-aware,street_music_foreground,15,21,0.9433537832310839
baseline,street_music_foreground,15,24,0.945398773006135
noise-aware,street_music_foreground,15,24,0.9482617586912065
baseline,street_music_foreground,18,-3,0.265439672801636
noise-aware,street_music_foreground,18,-3,0.3169734151329243
baseline,street_music_foreground,18,0,0.4298568507157464
noise-aware,street_music_foreground,18,0,0.5282208588957055
baseline,street_music_foreground,18,3,0.6351738241308793
noise-aware,street_music_foreground,18,3,0.7188139059304703
baseline,street_music_foreground,18,6,0.7809815950920246
noise-aware,street_music_foreground,18,6,0.8298568507157464
baseline,street_music_foreground,18,9,0.86359918200409
noise-aware,street_music_foreground,18,9,0.8848670756646216
baseline,street_music_foreground,18,12,0.905316973415133
noise-aware,street_music_foreground,18,12,0.9118609406952966
baseline,street_music_foreground,18,15,0.9276073619631902
noise-aware,street_music_foreground,18,15,0.9269938650306748
baseline,street_music_foreground,18,18,0.9353783231083844
noise-aware,street_music_foreground,18,18,0.9349693251533743
baseline,street_music_foreground,18,21,0.9406952965235174
noise-aware,street_music_foreground,18,21,0.9439672801635992
baseline,street_music_foreground,18,24,0.9458077709611452
noise-aware,street_music_foreground,18,24,0.9478527607361963
baseline,street_music_foreground,21,-3,0.26605316973415133
noise-aware,street_music_foreground,21,-3,0.3141104294478528
baseline,street_music_foreground,21,0,0.4298568507157464
noise-aware,street_music_foreground,21,0,0.5265848670756647
baseline,street_music_foreground,21,3,0.6331288343558282
noise-aware,street_music_foreground,21,3,0.7171779141104294
baseline,street_music_foreground,21,6,0.7813905930470347
noise-aware,street_music_foreground,21,6,0.8288343558282208
baseline,street_music_foreground,21,9,0.8638036809815951
noise-aware,street_music_foreground,21,9,0.8842535787321063
baseline,street_music_foreground,21,12,0.905521472392638
noise-aware,street_music_foreground,21,12,0.911042944785276
baseline,street_music_foreground,21,15,0.9276073619631902
noise-aware,street_music_foreground,21,15,0.92719836400818
baseline,street_music_foreground,21,18,0.9353783231083844
noise-aware,street_music_foreground,21,18,0.934560327198364
baseline,street_music_foreground,21,21,0.9408997955010225
noise-aware,street_music_foreground,21,21,0.9433537832310839
baseline,street_music_foreground,21,24,0.9456032719836401
noise-aware,street_music_foreground,21,24,0.9478527607361963
baseline,street_music_foreground,24,-3,0.2668711656441718
noise-aware,street_music_foreground,24,-3,0.312678936605317
baseline,street_music_foreground,24,0,0.43087934560327196
noise-aware,street_music_foreground,24,0,0.5255623721881391
baseline,street_music_foreground,24,3,0.6331288343558282
noise-aware,street_music_foreground,24,3,0.7157464212678937
baseline,street_music_foreground,24,6,0.7811860940695297
noise-aware,street_music_foreground,24,6,0.8286298568507158
baseline,street_music_foreground,24,9,0.8638036809815951
noise-aware,street_music_foreground,24,9,0.8828220858895706
baseline,street_music_foreground,24,12,0.9051124744376278
noise-aware,street_music_foreground,24,12,0.910838445807771
baseline,street_music_foreground,24,15,0.9269938650306748
noise-aware,street_music_foreground,24,15,0.92719836400818
baseline,street_music_foreground,24,18,0.9353783231083844
noise-aware,street_music_foreground,24,18,0.9347648261758691
baseline,street_music_foreground,24,21,0.9408997955010225
noise-aware,street_music_foreground,24,21,0.9433537832310839
baseline,street_music_foreground,24,24,0.9449897750511247
noise-aware,street_music_foreground,24,24,0.9482617586912065
