noise_type,snr_train,snr_test,accuracy
car_horn_background,27,12,0.9040899795501023
car_horn_background,27,15,0.9216768916155419
car_horn_background,27,18,0.9319018404907975
car_horn_background,27,21,0.9372188139059304
car_horn_background,27,24,0.941717791411043
car_horn_background,27,27,0.9441717791411043
car_horn_background,27,30,0.9468302658486708
car_horn_background,30,-3,0.5421267893660532
car_horn_background,30,0,0.6740286298568507
car_horn_background,30,3,0.7658486707566462
car_horn_background,30,6,0.8343558282208589
car_horn_background,30,9,0.8830265848670756
car_horn_background,30,12,0.905521472392638
car_horn_background,30,15,0.9229038854805726
car_horn_background,30,18,0.9339468302658487
car_horn_background,30,21,0.938036809815951
car_horn_background,30,24,0.9423312883435583
car_horn_background,30,27,0.9447852760736196
car_horn_background,30,30,0.9482617586912065
dog_bark_foreground,-3,-3,0.849284253578732
dog_bark_foreground,-3,0,0.8685071574642127
dog_bark_foreground,-3,3,0.8856850715746422
dog_bark_foreground,-3,6,0.9008179959100204
dog_bark_foreground,-3,9,0.9122699386503067
dog_bark_foreground,-3,12,0.9218813905930471
dog_bark_foreground,-3,15,0.9247443762781186
dog_bark_foreground,-3,18,0.92719836400818
dog_bark_foreground,-3,21,0.9310838445807771
dog_bark_foreground,-3,24,0.934560327198364
dog_bark_foreground,-3,27,0.9390593047034764
dog_bark_foreground,-3,30,0.939877300613497
dog_bark_foreground,0,-3,0.8511247443762782
dog_bark_foreground,0,0,0.870961145194274
dog_bark_foreground,0,3,0.8887525562372188
dog_bark_foreground,0,6,0.9063394683026584
dog_bark_foreground,0,9,0.9147239263803681
dog_bark_foreground,0,12,0.9210633946830266
dog_bark_foreground,0,15,0.9267893660531697
dog_bark_foreground,0,18,0.9321063394683027
dog_bark_foreground,0,21,0.9359918200408998
dog_bark_foreground,0,24,0.9374233128834356
dog_bark_foreground,0,27,0.9411042944785276
dog_bark_foreground,0,30,0.9445807770961145
dog_bark_foreground,3,-3,0.8484662576687116
dog_bark_foreground,3,0,0.8687116564417178
dog_bark_foreground,3,3,0.8856850715746422
dog_bark_foreground,3,6,0.9030674846625767
dog_bark_foreground,3,9,0.9134969325153375
dog_bark_foreground,3,12,0.9214723926380368
dog_bark_foreground,3,15,0.92719836400818
dog_bark_foreground,3,18,0.9329243353783231
dog_bark_foreground,3,21,0.9374233128834356
dog_bark_foreground,3,24,0.938036809815951
dog_bark_foreground,3,27,0.941717791411043
dog_bark_foreground,3,30,0.9462167689161555
dog_bark_foreground,6,-3,0.84560327198364
dog_bark_foreground,6,0,0.8676891615541922
dog_bark_foreground,6,3,0.883640081799591
dog_bark_foreground,6,6,0.8971370143149284
dog_bark_foreground,6,9,0.9104294478527607
dog_bark_foreground,6,12,0.9210633946830266
dog_bark_foreground,6,15,0.9251533742331288
dog_bark_foreground,6,18,0.9319018404907975
dog_bark_foreground,6,21,0.9357873210633947
dog_bark_foreground,6,24,0.938036809815951
dog_bark_foreground,6,27,0.9415132924335379
dog_bark_foreground,6,30,0.9449897750511247
dog_bark_foreground,9,-3,0.8439672801635992
dog_bark_foreground,9,0,0.8678936605316974
dog_bark_foreground,9,3,0.8852760736196319
dog_bark_foreground,9,6,0.9004089979550102
dog_bark_foreground,9,9,0.9118609406952966
dog_bark_foreground,9,12,0.9220858895705522
dog_bark_foreground,9,15,0.9300613496932515
dog_bark_foreground,9,18,0.9325153374233128
dog_bark_foreground,9,21,0.9361963190184049
dog_bark_foreground,9,24,0.9404907975460123
dog_bark_foreground,9,27,0.9439672801635992
