noise_type,snr_train,snr_test,accuracy
dog_bark_foreground,18,12,0.934560327198364
dog_bark_foreground,18,15,0.9402862985685072
dog_bark_foreground,18,18,0.9449897750511247
dog_bark_foreground,18,21,0.9486707566462168
dog_bark_foreground,18,24,0.9511247443762781
dog_bark_foreground,18,27,0.9531697341513292
dog_bark_foreground,18,30,0.9541922290388548
dog_bark_foreground,21,-3,0.8296523517382413
dog_bark_foreground,21,0,0.8629856850715747
dog_bark_foreground,21,3,0.8879345603271984
dog_bark_foreground,21,6,0.9081799591002045
dog_bark_foreground,21,9,0.9220858895705522
dog_bark_foreground,21,12,0.9319018404907975
dog_bark_foreground,21,15,0.938241308793456
dog_bark_foreground,21,18,0.941922290388548
dog_bark_foreground,21,21,0.9474437627811861
dog_bark_foreground,21,24,0.9498977505112475
dog_bark_foreground,21,27,0.9523517382413088
dog_bark_foreground,21,30,0.9531697341513292
dog_bark_foreground,24,-3,0.8239263803680982
dog_bark_foreground,24,0,0.8552147239263803
dog_bark_foreground,24,3,0.8832310838445808
dog_bark_foreground,24,6,0.901840490797546
dog_bark_foreground,24,9,0.9190184049079755
dog_bark_foreground,24,12,0.9294478527607362
dog_bark_foreground,24,15,0.9355828220858896
dog_bark_foreground,24,18,0.9386503067484663
dog_bark_foreground,24,21,0.9441717791411043
dog_bark_foreground,24,24,0.9476482617586912
dog_bark_foreground,24,27,0.9505112474437628
dog_bark_foreground,24,30,0.9523517382413088
dog_bark_foreground,27,-3,0.8165644171779141
dog_bark_foreground,27,0,0.8498977505112475
dog_bark_foreground,27,3,0.8775051124744376
dog_bark_foreground,27,6,0.9002044989775051
dog_bark_foreground,27,9,0.9153374233128835
dog_bark_foreground,27,12,0.9243353783231084
dog_bark_foreground,27,15,0.9333333333333333
dog_bark_foreground,27,18,0.9386503067484663
dog_bark_foreground,27,21,0.9429447852760736
dog_bark_foreground,27,24,0.9478527607361963
dog_bark_foreground,27,27,0.9498977505112475
dog_bark_foreground,27,30,0.950920245398773
dog_bark_foreground,30,-3,0.8020449897750511
dog_bark_foreground,30,0,0.8388548057259714
dog_bark_foreground,30,3,0.8660531697341514
dog_bark_foreground,30,6,0.8858895705521472
dog_bark_foreground,30,9,0.9075664621676892
dog_bark_foreground,30,12,0.9216768916155419
dog_bark_foreground,30,15,0.9304703476482618
dog_bark_foreground,30,18,0.9355828220858896
dog_bark_foreground,30,21,0.9411042944785276
dog_bark_foreground,30,24,0.9441717791411043
dog_bark_foreground,30,27,0.9468302658486708
dog_bark_foreground,30,30,0.9480572597137015
street_music_foreground,-3,-3,0.5361963190184049
street_music_foreground,-3,0,0.6337423312883436
street_music_foreground,-3,3,0.7083844580777097
street_music_foreground,-3,6,0.7591002044989775
street_music_foreground,-3,9,0.7963190184049079
street_music_foreground,-3,12,0.8186094069529652
street_music_foreground,-3,15,0.8349693251533742
street_music_foreground,-3,18,0.845398773006135
street_music_foreground,-3,21,0.8476482617586912
street_music_foreground,-3,24,0.8482617586912066
street_music_foreground,-3,27,0.8521472392638036
street_music_foreground,-3,30,0.8537832310838446
street_music_foreground,0,-3,0.5449897750511248
street_music_foreground,0,0,0.6648261758691206
street_music_foreground,0,3,0.7482617586912066
street_music_foreground,0,6,0.7959100204498978
street_music_foreground,0,9,0.8314928425357874
street_music_foreground,0,12,0.8521472392638036
street_music_foreground,0,15,0.8695296523517383
street_music_foreground,0,18,0.8752556237218814
street_music_foreground,0,21,0.878323108384458
street_music_foreground,0,24,0.8824130879345603
street_music_foreground,0,27,0.8852760736196319
street_music_foreground,0,30,0.8867075664621676
street_music_foreground,3,-3,0.5337423312883436
street_music_foreground,3,0,0.6685071574642126
street_music_foreground,3,3,0.7605316973415133
street_music_foreground,3,6,0.8114519427402863
street_music_foreground,3,9,0.8505112474437628
street_music_foreground,3,12,0.8711656441717791
street_music_foreground,3,15,0.8822085889570552
street_music_foreground,3,18,0.8879345603271984
street_music_foreground,3,21,0.8942740286298568
street_music_foreground,3,24,0.898159509202454
street_music_foreground,3,27,0.9014314928425358
street_music_foreground,3,30,0.9026584867075664
street_music_foreground,6,-3,0.5053169734151329
street_music_foreground,6,0,0.6683026584867076
street_music_foreground,6,3,0.7668711656441718
street_music_foreground,6,6,0.8263803680981595
street_music_foreground,6,9,0.8629856850715747
street_music_foreground,6,12,0.8815950920245399
